"STATION","DATE","MAX","MIN","TEMP"
"15421099999","2010-01-01","  42.8","  35.6","  39.8"
"15421099999","2010-01-02","  44.6","  33.8","  37.6"
"15421099999","2010-01-03","  33.8","  26.6","  30.6"
"15421099999","2010-01-04","  28.4","  12.2","  24.0"
"15421099999","2010-01-05","  28.4","  10.4","  20.1"
"15421099999","2010-01-06","  37.4","  26.6","  32.5"
"15421099999","2010-01-07","  41.0","  33.8","  36.6"
"15421099999","2010-01-08","  37.4","  32.0","  34.8"
"15421099999","2010-01-09","  51.8","  39.2","  44.1"
"15421099999","2010-01-10","  51.8","  39.2","  44.6"
"15421099999","2010-01-11","  51.8","  30.2","  41.4"
"15421099999","2010-01-12","  42.8","  30.2","  35.7"
"15421099999","2010-01-13","  37.4","  33.8","  35.1"
"15421099999","2010-01-14","  33.8","  32.0","  32.8"
"15421099999","2010-01-15","  37.4","  32.0","  33.9"
"15421099999","2010-01-16","  32.0","  28.4","  31.0"
"15421099999","2010-01-17","  32.0","  26.6","  29.5"
"15421099999","2010-01-18","  30.2","  23.0","  26.0"
"15421099999","2010-01-19","  24.8","  19.4","  22.6"
"15421099999","2010-01-20","  24.8","  17.6","  20.2"
"15421099999","2010-01-21","  21.2","   5.0","  16.2"
"15421099999","2010-01-22","  19.4","   1.4","  13.0"
"15421099999","2010-01-23","  21.2","   5.0","  15.7"
"15421099999","2010-01-24","  10.4","  -5.8","   3.7"
"15421099999","2010-01-25","  31.5","  -7.6","   2.6"
"15421099999","2010-01-26","  14.0"," -11.2","   2.2"
"15421099999","2010-01-27","  17.6","   1.4","  12.1"
"15421099999","2010-01-28","  21.2","   8.6","  15.1"
"15421099999","2010-01-29","  24.8","  12.2","  18.6"
"15421099999","2010-01-30","  26.6","   1.4","  16.6"
"15421099999","2010-01-31","  35.6","  21.2","  30.6"
"15421099999","2010-02-01","  33.8","  26.6","  29.9"
"15421099999","2010-02-02","  30.2","  12.2","  24.9"
"15421099999","2010-02-03","  32.0","   5.0","  18.3"
"15421099999","2010-02-04","  35.6","  10.4","  22.5"
"15421099999","2010-02-05","  28.4","  10.4","  17.8"
"15421099999","2010-02-06","  26.6","  21.2","  24.5"
"15421099999","2010-02-07","  26.6","  19.4","  24.1"
"15421099999","2010-02-08","  24.8","  17.6","  20.8"
"15421099999","2010-02-09","  28.4","   6.8","  20.1"
"15421099999","2010-02-10","  30.2","  10.4","  20.7"
"15421099999","2010-02-11","  35.6","  30.2","  35.0"
"15421099999","2010-02-12","  35.6","  33.8","  34.3"
"15421099999","2010-02-13","  39.2","  32.0","  35.2"
"15421099999","2010-02-14","  39.2","  30.2","  34.2"
"15421099999","2010-02-15","  33.8","  32.0","  33.0"
"15421099999","2010-02-16","  32.0","  28.4","  29.5"
"15421099999","2010-02-17","  33.8","  26.6","  30.9"
"15421099999","2010-02-18","  39.2","  33.8","  35.6"
"15421099999","2010-02-19","  39.2","  32.0","  35.0"
"15421099999","2010-02-20","  55.4","  33.8","  43.2"
"15421099999","2010-02-21","  44.6","  35.6","  40.2"
"15421099999","2010-02-22","  48.2","  28.4","  37.4"
"15421099999","2010-02-23","  53.6","  28.4","  40.0"
"15421099999","2010-02-24","  50.0","  37.4","  41.9"
"15421099999","2010-02-25","  46.4","  42.8","  44.1"
"15421099999","2010-02-26","  50.0","  35.6","  42.0"
"15421099999","2010-02-27","  41.0","  35.6","  38.2"
"15421099999","2010-02-28","  44.6","  37.4","  40.8"
"15421099999","2010-03-01","  51.8","  37.4","  45.0"
"15421099999","2010-03-02","  60.8","  42.8","  49.2"
"15421099999","2010-03-03","  53.6","  37.4","  44.6"
"15421099999","2010-03-04","  44.6","  33.8","  39.0"
"15421099999","2010-03-05","  35.6","  32.0","  34.1"
"15421099999","2010-03-06","  33.8","  28.4","  32.2"
"15421099999","2010-03-07","  37.4","  21.2","  30.2"
"15421099999","2010-03-08","  30.2","  24.8","  27.8"
"15421099999","2010-03-09","  28.4","  24.8","  26.5"
"15421099999","2010-03-10","  32.0","  24.8","  28.4"
"15421099999","2010-03-11","  32.0","  28.4","  30.0"
"15421099999","2010-03-12","  37.4","  30.2","  33.0"
"15421099999","2010-03-13","  44.6","  28.4","  34.7"
"15421099999","2010-03-14","  48.2","  28.4","  37.8"
"15421099999","2010-03-15","  51.8","  28.4","  38.4"
"15421099999","2010-03-16","  50.0","  26.6","  38.6"
"15421099999","2010-03-17","  44.6","  28.4","  37.3"
"15421099999","2010-03-18","  53.6","  26.6","  41.0"
"15421099999","2010-03-19","  60.8","  30.2","  45.3"
"15421099999","2010-03-20","  66.2","  33.8","  50.5"
"15421099999","2010-03-21","  69.8","  44.6","  56.6"
"15421099999","2010-03-22","  73.4","  44.6","  59.8"
"15421099999","2010-03-23","  51.8","  42.8","  45.8"
"15421099999","2010-03-24","  64.4","  41.0","  51.7"
"15421099999","2010-03-25","  66.2","  39.2","  53.7"
"15421099999","2010-03-26","  59.0","  35.6","  48.0"
"15421099999","2010-03-27","  60.8","  35.6","  47.4"
"15421099999","2010-03-28","  44.6","  39.2","  43.2"
"15421099999","2010-03-29","  60.8","  41.0","  49.0"
"15421099999","2010-03-30","  68.0","  35.6","  52.8"
"15421099999","2010-03-31","  57.2","  42.8","  48.3"
"15421099999","2010-04-01","  66.2","  41.0","  53.1"
"15421099999","2010-04-02","  64.4","  37.4","  52.3"
"15421099999","2010-04-03","  62.6","  39.2","  51.5"
"15421099999","2010-04-04","  64.4","  35.6","  51.5"
"15421099999","2010-04-05","  62.6","  42.8","  52.3"
"15421099999","2010-04-06","  50.0","  48.2","  49.0"
"15421099999","2010-04-07","  64.4","  48.2","  56.7"
"15421099999","2010-04-08","  64.4","  46.4","  56.3"
"15421099999","2010-04-09","  62.6","  46.4","  53.3"
"15421099999","2010-04-10","  66.2","  44.6","  54.3"
"15421099999","2010-04-11","  60.8","  42.8","  50.6"
"15421099999","2010-04-12","  59.0","  39.2","  50.5"
"15421099999","2010-04-13","  62.6","  42.8","  52.5"
"15421099999","2010-04-14","  59.0","  41.0","  49.0"
"15421099999","2010-04-15","  55.4","  41.0","  48.9"
"15421099999","2010-04-16","  66.2","  46.4","  54.9"
"15421099999","2010-04-17","  66.2","  42.8","  55.2"
"15421099999","2010-04-18","  68.0","  42.8","  56.0"
"15421099999","2010-04-19","  62.6","  41.0","  52.3"
"15421099999","2010-04-20","  53.6","  50.0","  51.5"
"15421099999","2010-04-21","  68.0","  46.4","  57.8"
"15421099999","2010-04-22","  68.0","  42.8","  55.4"
"15421099999","2010-04-23","  64.4","  41.0","  54.1"
"15421099999","2010-04-24","  71.6","  50.0","  59.8"
"15421099999","2010-04-25","  60.8","  50.0","  56.4"
"15421099999","2010-04-26","  64.4","  42.8","  55.8"
"15421099999","2010-04-27","  64.4","  37.4","  52.0"
"15421099999","2010-04-28","  66.2","  37.4","  53.1"
"15421099999","2010-04-29","  68.0","  46.4","  58.5"
"15421099999","2010-04-30","  75.2","  46.4","  61.6"
"15421099999","2010-05-01","  78.8","  48.2","  64.6"
"15421099999","2010-05-02","  77.0","  44.6","  61.6"
"15421099999","2010-05-03","  77.0","  48.2","  61.9"
"15421099999","2010-05-04","  75.2","  48.2","  62.1"
"15421099999","2010-05-05","  73.4","  50.0","  62.7"
"15421099999","2010-05-06","  71.6","  50.0","  61.3"
"15421099999","2010-05-07","  68.0","  50.0","  58.5"
"15421099999","2010-05-08","  71.6","  46.4","  60.2"
"15421099999","2010-05-09","  64.4","  48.2","  55.9"
"15421099999","2010-05-10","  75.2","  48.2","  61.9"
"15421099999","2010-05-11","  80.6","  53.6","  67.8"
"15421099999","2010-05-12","  77.0","  59.0","  66.7"
"15421099999","2010-05-13","  75.2","  53.6","  65.8"
"15421099999","2010-05-14","  77.0","  55.4","  64.7"
"15421099999","2010-05-15","  71.6","  51.8","  61.7"
"15421099999","2010-05-16","  69.8","  48.2","  61.3"
"15421099999","2010-05-17","  57.2","  46.4","  51.0"
"15421099999","2010-05-18","  64.4","  44.6","  53.2"
"15421099999","2010-05-19","  64.4","  46.4","  55.0"
"15421099999","2010-05-20","  69.8","  48.2","  57.6"
"15421099999","2010-05-21","  69.8","  46.4","  57.5"
"15421099999","2010-05-22","  66.2","  55.4","  59.7"
"15421099999","2010-05-23","  73.4","  53.6","  61.5"
"15421099999","2010-05-24","  75.2","  50.0","  64.0"
"15421099999","2010-05-25","  78.8","  53.6","  67.3"
"15421099999","2010-05-26","  84.2","  55.4","  70.8"
"15421099999","2010-05-27","  86.0","  59.0","  71.7"
"15421099999","2010-05-28","  86.0","  57.2","  72.3"
"15421099999","2010-05-29","  80.6","  59.0","  68.5"
"15421099999","2010-05-30","  80.6","  59.0","  70.3"
"15421099999","2010-05-31","  82.4","  59.0","  67.1"
"15421099999","2010-06-01","  64.4","  51.8","  58.8"
"15421099999","2010-06-02","  69.8","  51.8","  59.2"
"15421099999","2010-06-03","  75.2","  50.0","  65.1"
"15421099999","2010-06-04","  77.0","  55.4","  67.3"
"15421099999","2010-06-05","  77.0","  53.6","  67.4"
"15421099999","2010-06-06","  77.0","  57.2","  68.1"
"15421099999","2010-06-07","  80.6","  53.6","  69.0"
"15421099999","2010-06-08","  84.2","  57.2","  72.8"
"15421099999","2010-06-09","  86.0","  64.4","  74.8"
"15421099999","2010-06-10","  89.6","  62.6","  76.9"
"15421099999","2010-06-11","  91.4","  66.2","  79.6"
"15421099999","2010-06-12","  93.2","  68.0","  81.6"
"15421099999","2010-06-13","  95.0","  68.0","  82.9"
"15421099999","2010-06-14","  93.2","  71.6","  81.9"
"15421099999","2010-06-15","  93.2","  68.0","  82.1"
"15421099999","2010-06-16","  84.2","  64.4","  75.3"
"15421099999","2010-06-17","  75.2","  62.6","  69.0"
"15421099999","2010-06-18","  78.8","  64.4","  71.3"
"15421099999","2010-06-19","  84.2","  62.6","  71.9"
"15421099999","2010-06-20","  78.8","  60.8","  69.0"
"15421099999","2010-06-21","  84.2","  60.8","  71.8"
"15421099999","2010-06-22","  77.0","  60.8","  67.5"
"15421099999","2010-06-23","  68.0","  57.2","  63.4"
"15421099999","2010-06-24","  68.0","  57.2","  61.1"
"15421099999","2010-06-25","  71.6","  59.0","  63.5"
"15421099999","2010-06-26","  75.2","  59.0","  66.2"
"15421099999","2010-06-27","  77.0","  62.6","  68.2"
"15421099999","2010-06-28","  78.8","  60.8","  68.9"
"15421099999","2010-06-29","  78.8","  62.6","  70.3"
"15421099999","2010-06-30","  80.6","  64.4","  71.7"
"15421099999","2010-07-01","  86.0","  64.4","  73.4"
"15421099999","2010-07-02","  84.2","  64.4","  73.8"
"15421099999","2010-07-03","  82.4","  62.6","  71.0"
"15421099999","2010-07-04","  77.0","  60.8","  68.3"
"15421099999","2010-07-05","  80.6","  57.2","  70.0"
"15421099999","2010-07-06","  80.6","  62.6","  70.7"
"15421099999","2010-07-07","  82.4","  60.8","  71.4"
"15421099999","2010-07-08","  71.6","  62.6","  66.1"
"15421099999","2010-07-09","  82.4","  62.6","  71.0"
"15421099999","2010-07-10","  82.4","  64.4","  70.9"
"15421099999","2010-07-11","  84.2","  64.4","  73.4"
"15421099999","2010-07-12","  87.8","  64.4","  77.2"
"15421099999","2010-07-13","  89.6","  68.0","  77.2"
"15421099999","2010-07-14","  91.4","  66.2","  76.7"
"15421099999","2010-07-15","  86.0","  66.2","  73.3"
"15421099999","2010-07-16","  89.6","  66.2","  78.2"
"15421099999","2010-07-17","  91.4","  66.2","  80.1"
"15421099999","2010-07-18","  89.6","  68.0","  79.4"
"15421099999","2010-07-19","  91.4","  66.2","  74.8"
"15421099999","2010-07-20","  86.0","  66.2","  75.9"
"15421099999","2010-07-21","  89.6","  66.2","  76.0"
"15421099999","2010-07-22","  89.6","  66.2","  78.1"
"15421099999","2010-07-23","  91.4","  68.0","  77.2"
"15421099999","2010-07-24","  91.4","  66.2","  79.1"
"15421099999","2010-07-25","  80.6","  64.4","  72.9"
"15421099999","2010-07-26","  69.8","  62.6","  65.7"
"15421099999","2010-07-27","  78.8","  62.6","  68.8"
"15421099999","2010-07-28","  80.6","  57.2","  69.0"
"15421099999","2010-07-29","  84.2","  57.2","  71.2"
"15421099999","2010-07-30","  84.2","  60.8","  73.9"
"15421099999","2010-07-31","  87.8","  64.4","  77.2"
"15421099999","2010-08-01","  87.8","  68.0","  78.9"
"15421099999","2010-08-02","  93.2","  68.0","  80.4"
"15421099999","2010-08-03","  93.2","  68.0","  81.6"
"15421099999","2010-08-04","  89.6","  68.0","  77.9"
"15421099999","2010-08-05","  87.8","  68.0","  78.1"
"15421099999","2010-08-06","  93.2","  71.6","  81.9"
"15421099999","2010-08-07","  91.4","  71.6","  81.0"
"15421099999","2010-08-08","  91.4","  68.0","  78.1"
"15421099999","2010-08-09","  89.6","  66.2","  77.5"
"15421099999","2010-08-10","  89.6","  68.0","  78.9"
"15421099999","2010-08-11","  91.4","  68.0","  80.1"
"15421099999","2010-08-12","  95.0","  69.8","  83.0"
"15421099999","2010-08-13","  98.6","  69.8","  84.7"
"15421099999","2010-08-14","  95.0","  69.8","  82.1"
"15421099999","2010-08-15","  96.8","  68.0","  81.9"
"15421099999","2010-08-16","  95.0","  68.0","  81.1"
"15421099999","2010-08-17","  87.8","  64.4","  77.1"
"15421099999","2010-08-18","  87.8","  59.0","  75.1"
"15421099999","2010-08-19","  89.6","  60.8","  75.4"
"15421099999","2010-08-20","  87.8","  60.8","  75.0"
"15421099999","2010-08-21","  82.4","  59.0","  71.6"
"15421099999","2010-08-22","  84.2","  60.8","  71.8"
"15421099999","2010-08-23","  84.2","  59.0","  71.8"
"15421099999","2010-08-24","  89.6","  57.2","  73.5"
"15421099999","2010-08-25","  93.2","  59.0","  76.2"
"15421099999","2010-08-26","  86.0","  66.2","  76.4"
"15421099999","2010-08-27","  93.2","  60.8","  77.2"
"15421099999","2010-08-28","  96.8","  62.6","  79.9"
"15421099999","2010-08-29","  75.2","  60.8","  67.7"
"15421099999","2010-08-30","  69.8","  57.2","  64.3"
"15421099999","2010-08-31","  77.0","  55.4","  65.2"
"15421099999","2010-09-01","  71.6","  48.2","  59.9"
"15421099999","2010-09-02","  73.4","  50.0","  61.6"
"15421099999","2010-09-03","  77.0","  44.6","  62.2"
"15421099999","2010-09-04","  73.4","  57.2","  65.3"
"15421099999","2010-09-05","  78.8","  55.4","  65.7"
"15421099999","2010-09-06","  77.0","  53.6","  66.0"
"15421099999","2010-09-07","  78.8","  57.2","  66.1"
"15421099999","2010-09-08","  87.8","  59.0","  70.5"
"15421099999","2010-09-09","  66.2","  59.0","  62.2"
"15421099999","2010-09-10","  66.2","  57.2","  62.7"
"15421099999","2010-09-11","  73.4","  55.4","  64.5"
"15421099999","2010-09-12","  77.0","  53.6","  64.5"
"15421099999","2010-09-13","  80.6","  51.8","  66.8"
"15421099999","2010-09-14","  80.6","  57.2","  69.4"
"15421099999","2010-09-15","  82.4","  55.4","  68.2"
"15421099999","2010-09-16","  84.2","  50.0","  67.5"
"15421099999","2010-09-17","  86.0","  53.6","  69.7"
"15421099999","2010-09-18","  86.0","  57.2","  70.3"
"15421099999","2010-09-19","  77.0","  57.2","  66.0"
"15421099999","2010-09-20","  64.4","  57.2","  60.3"
"15421099999","2010-09-21","  69.8","  51.8","  58.8"
"15421099999","2010-09-22","  75.2","  46.4","  60.0"
"15421099999","2010-09-23","  77.0","  50.0","  61.5"
"15421099999","2010-09-24","  73.4","  48.2","  61.9"
"15421099999","2010-09-25","  75.2","  60.8","  66.8"
"15421099999","2010-09-26","  78.8","  60.8","  68.2"
"15421099999","2010-09-27","  77.0","  55.4","  65.2"
"15421099999","2010-09-28","  80.6","  51.8","  63.9"
"15421099999","2010-09-29","  59.0","  55.4","  57.7"
"15421099999","2010-09-30","  68.0","  51.8","  56.7"
"15421099999","2010-10-01","  60.8","  48.2","  54.3"
"15421099999","2010-10-02","  60.8","  50.0","  54.4"
"15421099999","2010-10-03","  59.0","  48.2","  52.6"
"15421099999","2010-10-04","  55.4","  42.8","  50.1"
"15421099999","2010-10-05","  48.2","  42.8","  45.9"
"15421099999","2010-10-06","  48.2","  42.8","  46.4"
"15421099999","2010-10-07","  50.0","  41.0","  45.5"
"15421099999","2010-10-08","  50.0","  41.0","  43.6"
"15421099999","2010-10-09","  51.8","  35.6","  44.4"
"15421099999","2010-10-10","  57.2","  41.0","  48.8"
"15421099999","2010-10-11","  64.4","  35.6","  47.5"
"15421099999","2010-10-12","  64.4","  39.2","  49.9"
"15421099999","2010-10-13","  62.6","  39.2","  50.7"
"15421099999","2010-10-14","  57.2","  46.4","  51.3"
"15421099999","2010-10-15","  64.4","  44.6","  53.4"
"15421099999","2010-10-16","  53.6","  48.2","  50.6"
"15421099999","2010-10-17","  59.0","  51.8","  53.8"
"15421099999","2010-10-18","  53.6","  50.0","  51.6"
"15421099999","2010-10-19","  51.8","  50.0","  50.8"
"15421099999","2010-10-20","  60.8","  50.0","  54.0"
"15421099999","2010-10-21","  62.6","  35.6","  51.3"
"15421099999","2010-10-22","  57.2","  30.2","  42.2"
"15421099999","2010-10-23","  59.0","  30.2","  41.9"
"15421099999","2010-10-24","  64.4","  30.2","  45.3"
"15421099999","2010-10-25","  53.6","  37.4","  47.2"
"15421099999","2010-10-26","  62.6","  50.0","  54.4"
"15421099999","2010-10-27","  48.2","  41.0","  44.2"
"15421099999","2010-10-28","  50.0","  28.4","  40.0"
"15421099999","2010-10-29","  53.6","  26.6","  37.9"
"15421099999","2010-10-30","  59.0","  28.4","  40.3"
"15421099999","2010-10-31","  57.2","  30.2","  42.4"
"15421099999","2010-11-01","  55.4","  37.4","  43.6"
"15421099999","2010-11-02","  46.4","  37.4","  42.3"
"15421099999","2010-11-03","  42.8","  39.2","  41.1"
"15421099999","2010-11-04","  71.6","  41.0","  52.6"
"15421099999","2010-11-05","  75.2","  42.8","  56.1"
"15421099999","2010-11-06","  71.6","  39.2","  52.4"
"15421099999","2010-11-07","  69.8","  37.4","  51.3"
"15421099999","2010-11-08","  69.8","  41.0","  55.7"
"15421099999","2010-11-09","  71.6","  60.8","  65.8"
"15421099999","2010-11-10","  78.8","  60.8","  69.1"
"15421099999","2010-11-11","  68.0","  55.4","  61.6"
"15421099999","2010-11-12","  68.0","  48.2","  56.6"
"15421099999","2010-11-13","  68.0","  44.6","  52.4"
"15421099999","2010-11-14","  73.4","  39.2","  54.0"
"15421099999","2010-11-15","  75.2","  42.8","  57.4"
"15421099999","2010-11-16","  64.4","  46.4","  54.3"
"15421099999","2010-11-17","  60.8","  51.8","  54.7"
"15421099999","2010-11-18","  57.2","  42.8","  50.8"
"15421099999","2010-11-19","  62.6","  35.6","  49.3"
"15421099999","2010-11-20","  55.4","  41.0","  49.6"
"15421099999","2010-11-21","  46.4","  37.4","  42.7"
"15421099999","2010-11-22","  50.0","  44.6","  47.5"
"15421099999","2010-11-23","  53.6","  44.6","  49.3"
"15421099999","2010-11-24","  51.8","  35.6","  44.7"
"15421099999","2010-11-25","  51.8","  32.0","  39.5"
"15421099999","2010-11-26","  51.8","  37.4","  42.6"
"15421099999","2010-11-27","  48.2","  37.4","  41.5"
"15421099999","2010-11-28","  44.6","  30.2","  39.7"
"15421099999","2010-11-29","  59.0","  42.8","  49.3"
"15421099999","2010-11-30","  50.0","  35.6","  44.4"
"15421099999","2010-12-01","  35.6","  26.6","  30.1"
"15421099999","2010-12-02","  32.0","  30.2","  31.5"
"15421099999","2010-12-03","  42.8","  32.0","  36.0"
"15421099999","2010-12-04","  46.4","  37.4","  41.6"
"15421099999","2010-12-05","  39.2","  35.6","  37.4"
"15421099999","2010-12-06","  42.8","  32.0","  37.0"
"15421099999","2010-12-07","  51.8","  30.2","  38.2"
"15421099999","2010-12-08","  62.6","  33.8","  45.7"
"15421099999","2010-12-09","  62.6","  41.0","  49.8"
"15421099999","2010-12-10","  41.0","  24.8","  33.2"
"15421099999","2010-12-11","  35.6","  21.2","  27.6"
"15421099999","2010-12-12","  32.0","  15.8","  25.2"
"15421099999","2010-12-13","  32.0","  21.2","  28.7"
"15421099999","2010-12-14","  32.0","  26.6","  30.7"
"15421099999","2010-12-15","  30.2","  15.8","  23.9"
"15421099999","2010-12-16","  24.8","  14.0","  21.0"
"15421099999","2010-12-17","  28.4","  10.4","  22.5"
"15421099999","2010-12-18","  30.2","   8.6","  20.3"
"15421099999","2010-12-19","  33.8","  10.4","  24.7"
"15421099999","2010-12-20","  37.4","  10.4","  24.7"
"15421099999","2010-12-21","  46.4","  28.4","  34.6"
"15421099999","2010-12-22","  51.8","  28.4","  36.5"
"15421099999","2010-12-23","  51.8","  32.0","  38.5"
"15421099999","2010-12-24","  44.6","  30.2","  36.9"
"15421099999","2010-12-25","  53.6","  37.4","  44.3"
"15421099999","2010-12-26","  41.0","  35.6","  38.6"
"15421099999","2010-12-27","  33.8","  28.4","  30.7"
"15421099999","2010-12-28","  35.6","  24.8","  28.0"
"15421099999","2010-12-29","  26.6","  21.2","  23.9"
"15421099999","2010-12-30","  23.0","  17.6","  20.9"
"15421099999","2010-12-31","  19.4","  12.2","  16.2"
"15421099999","2011-01-01","  26.6","  14.0","  19.6"
"15421099999","2011-01-02","  26.6","  12.2","  20.9"
"15421099999","2011-01-03","  30.2","  24.8","  28.9"
"15421099999","2011-01-04","  32.0","  14.0","  22.4"
"15421099999","2011-01-05","  21.2","  17.6","  19.5"
"15421099999","2011-01-06","  28.4","  21.2","  23.5"
"15421099999","2011-01-07","  24.8","  17.6","  21.2"
"15421099999","2011-01-08","  32.0","  19.4","  24.9"
"15421099999","2011-01-09","  42.8","  28.4","  34.0"
"15421099999","2011-01-10","  35.6","  28.4","  32.0"
"15421099999","2011-01-11","  37.4","  33.8","  36.3"
"15421099999","2011-01-12","  39.2","  33.8","  36.6"
"15421099999","2011-01-13","  39.2","  33.8","  37.2"
"15421099999","2011-01-14","  50.0","  30.2","  36.6"
"15421099999","2011-01-15","  50.0","  32.0","  40.5"
"15421099999","2011-01-16","  51.8","  32.0","  42.5"
"15421099999","2011-01-17","  50.0","  30.2","  37.2"
"15421099999","2011-01-18","  37.4","  28.4","  32.4"
"15421099999","2011-01-19","  33.8","  30.2","  32.0"
"15421099999","2011-01-20","  33.8","  30.2","  32.4"
"15421099999","2011-01-21","  37.4","  33.8","  35.4"
"15421099999","2011-01-22","  33.8","  28.4","  31.6"
"15421099999","2011-01-23","  32.0","  26.6","  28.6"
"15421099999","2011-01-24","  30.2","  24.8","  27.3"
"15421099999","2011-01-25","  28.4","  12.2","  22.2"
"15421099999","2011-01-26","  24.8","   5.0","  15.3"
"15421099999","2011-01-27","  26.6","   8.6","  14.5"
"15421099999","2011-01-28","  28.4","  10.4","  21.6"
"15421099999","2011-01-29","  33.8","   6.8","  20.8"
"15421099999","2011-01-30","  28.4","   6.8","  17.7"
"15421099999","2011-01-31","  28.4","   5.0","  13.9"
"15421099999","2011-02-01","  21.2","   3.2","  14.2"
"15421099999","2011-02-02","  24.8","   6.8","  15.7"
"15421099999","2011-02-03","  23.0","   5.0","  12.6"
"15421099999","2011-02-04","  32.0","   5.0","  18.4"
"15421099999","2011-02-05","  41.0","  15.8","  29.3"
"15421099999","2011-02-06","  48.2","  26.6","  35.6"
"15421099999","2011-02-07","  48.2","  26.6","  35.8"
"15421099999","2011-02-08","  51.8","  24.8","  37.2"
"15421099999","2011-02-09","  51.8","  30.2","  38.9"
"15421099999","2011-02-10","  48.2","  26.6","  34.7"
"15421099999","2011-02-11","  46.4","  24.8","  34.6"
"15421099999","2011-02-12","  57.2","  26.6","  40.9"
"15421099999","2011-02-13","  42.8","  19.4","  30.8"
"15421099999","2011-02-14","  32.0","  24.8","  28.9"
"15421099999","2011-02-15","  28.4","  17.6","  23.2"
"15421099999","2011-02-16","  30.2","  15.8","  23.9"
"15421099999","2011-02-17","  37.4","  28.4","  32.3"
"15421099999","2011-02-18","  37.4","  32.0","  35.1"
"15421099999","2011-02-19","  37.4","  30.2","  34.6"
"15421099999","2011-02-20","  30.2","  26.6","  28.2"
"15421099999","2011-02-21","  35.6","  24.8","  30.1"
"15421099999","2011-02-22","  30.2","  26.6","  28.1"
"15421099999","2011-02-23","  28.4","  24.8","  27.0"
"15421099999","2011-02-24","  28.4","  23.0","  25.6"
"15421099999","2011-02-25","  28.4","  23.0","  24.7"
"15421099999","2011-02-26","  28.4","  23.0","  24.4"
"15421099999","2011-02-27","  26.6","  17.6","  23.1"
"15421099999","2011-02-28","  28.4","  14.0","  22.3"
"15421099999","2011-03-01","  28.4","  23.0","  25.7"
"15421099999","2011-03-02","  32.0","  21.2","  27.8"
"15421099999","2011-03-03","  33.8","  24.8","  29.6"
"15421099999","2011-03-04","  41.0","  24.8","  31.1"
"15421099999","2011-03-05","  44.6","  21.2","  32.2"
"15421099999","2011-03-06","  42.8","  23.0","  32.7"
"15421099999","2011-03-07","  39.2","  23.0","  32.1"
"15421099999","2011-03-08","  37.4","  24.8","  30.5"
"15421099999","2011-03-09","  39.2","  26.6","  31.8"
"15421099999","2011-03-10","  48.2","  26.6","  36.1"
"15421099999","2011-03-11","  57.2","  23.0","  39.9"
"15421099999","2011-03-12","  62.6","  28.4","  45.6"
"15421099999","2011-03-13","  68.0","  32.0","  49.0"
"15421099999","2011-03-14","  71.6","  32.0","  51.4"
"15421099999","2011-03-15","  73.4","  35.6","  56.1"
"15421099999","2011-03-16","  69.8","  46.4","  59.1"
"15421099999","2011-03-17","  46.4","  37.4","  40.9"
"15421099999","2011-03-18","  42.8","  37.4","  38.9"
"15421099999","2011-03-19","  42.8","  35.6","  39.1"
"15421099999","2011-03-20","  44.6","  39.2","  41.4"
"15421099999","2011-03-21","  48.2","  32.0","  41.5"
"15421099999","2011-03-22","  51.8","  24.8","  39.7"
"15421099999","2011-03-23","  62.6","  32.0","  48.1"
"15421099999","2011-03-24","  66.2","  37.4","  51.4"
"15421099999","2011-03-25","  69.8","  33.8","  53.9"
"15421099999","2011-03-26","  71.6","  41.0","  56.5"
"15421099999","2011-03-27","  53.6","  37.4","  44.3"
"15421099999","2011-03-28","  53.6","  37.4","  43.2"
"15421099999","2011-03-29","  55.4","  42.8","  47.9"
"15421099999","2011-03-30","  60.8","  37.4","  50.1"
"15421099999","2011-03-31","  62.6","  35.6","  47.1"
"15421099999","2011-04-01","  53.6","  41.0","  48.3"
"15421099999","2011-04-02","  60.8","  44.6","  51.6"
"15421099999","2011-04-03","  59.0","  41.0","  49.9"
"15421099999","2011-04-04","  57.2","  37.4","  46.8"
"15421099999","2011-04-05","  62.6","  37.4","  48.4"
"15421099999","2011-04-06","  57.2","  41.0","  49.9"
"15421099999","2011-04-07","  69.8","  37.4","  55.6"
"15421099999","2011-04-08","  57.2","  44.6","  52.4"
"15421099999","2011-04-09","  66.2","  42.8","  56.1"
"15421099999","2011-04-10","  53.6","  37.4","  46.4"
"15421099999","2011-04-11","  55.4","  32.0","  45.0"
"15421099999","2011-04-12","  62.6","  30.2","  46.3"
"15421099999","2011-04-13","  62.6","  39.2","  49.2"
"15421099999","2011-04-14","  48.2","  39.2","  43.9"
"15421099999","2011-04-15","  53.6","  39.2","  46.8"
"15421099999","2011-04-16","  53.6","  37.4","  47.8"
"15421099999","2011-04-17","  60.8","  33.8","  48.6"
"15421099999","2011-04-18","  62.6","  35.6","  50.6"
"15421099999","2011-04-19","  64.4","  46.4","  54.6"
"15421099999","2011-04-20","  64.4","  41.0","  54.2"
"15421099999","2011-04-21","  68.0","  35.6","  53.5"
"15421099999","2011-04-22","  62.6","  39.2","  50.9"
"15421099999","2011-04-23","  62.6","  37.4","  50.7"
"15421099999","2011-04-24","  66.2","  35.6","  52.6"
"15421099999","2011-04-25","  66.2","  37.4","  52.3"
"15421099999","2011-04-26","  71.6","  37.4","  56.5"
